,name,price,url,description,Alcohol percentage,Bottle volume ml,Brand,Gift box,Country of origin,Type,Vintage,years old,brand_match,brand_match2,missing_brands
448,Oban 21 Year Cask Strength 700ml w/Gift Box,697,https://www.paneco.com.sg/products/oban-21-year-cask-strength-single-malt-700ml-w-gift-box,"
Oban 21 Year Old Single Malt Scotch Whisky is the third limited release whisky produced by Oban Distillery in its 219-year history. Released as part of Diageo's 2013 Special Release Whiskies, Oban 21 Year Old was matured for 21 years in rejuvenated American oak and second-fill ex-bodega casks before being bottled at cask strength. The whisky has a copper-golden color, along with an aroma of warm gingerbread, caramel, maple syrup and spicy apples. The aroma gives way to notes of creamy vanilla, barley, stewed pears and ginger on the palate, and leads to a finish accented by salty tang and lemon zest.
                ",57.9,700ml,oban,Yes,Scotland,,,21 Year,oban,oban,
449,Oban Little Bay 1L w/Gift Box,158.95,https://www.paneco.com.sg/products/oban-little-bay-single-malt-1l-w-gift-box,"
                  Bold and complex. Our whisky boasts luscious notes of Christmas pudding, citrus, and spice, with a dark-chocolate finish.
                ",43,1000ml,oban,Yes,Scotland,,,,oban,oban,
450,Oban Little Bay 700ml w/Gift Box,119.95,https://www.paneco.com.sg/products/oban-little-bay-single-malt-700ml-w-gift-box,"
Little Bay’s warming richness is neatly balanced by a smoky spicy-dryness.Oban Little Bay is best served neat in a tumbler, perhaps with a little cool spring water.
                ",43,700ml,oban,Yes,Scotland,,,,oban,oban,
451,Old Parr 1L w/Gift Box,94.95,https://www.paneco.com.sg/products/old-parr-1l-w-gift-box,"
Old Parr is a deluxe blend in a square, crackled brown glass bottle with Cragganmore malt at its heart.The original and unpretentious way to toast for life. Fruity smooth rich flavor with a long, lingering, slightly warm finish.
                ",40,1000ml,old parr,Yes,Scotland,,,,-,-,old parr
452,Old Pulteney 10 Year Single Malt 1L w/Gift box,98.95,https://www.paneco.com.sg/products/old-pulteney-10-year-single-malt-1l-w-gift-box,"
Matured for 10 years, this is a welcoming and warming single malt clearly reflecting the renowned character of classic Old Pulteney. Rich sweetness merges seamlessly with tangy citrus vibrancy to give a ripened richness.
                ",40,1000ml,old pulteney,Yes,Scotland,,,10 Year,old pulteney,old pulteney,
453,Old Pulteney 12 Year Single Malt 700ml w/Gift Box,108.9,https://www.paneco.com.sg/products/old-pulteney-12-year-single-malt-700ml-w-gift-box,"
Matured wholly in air-dried, hand-selected ex-bourbon casks, the 'unashamedly excellent' Old Pulteney 12-years-old is the definitive expression in the Old Pulteney family.Traditionally crafted using techniques that other distillers have long abandoned, this winner of numerous gold medals at the most prestigious international competitions is a high water-mark of quality spirits.
                ",40,700ml,old pulteney,Yes,Scotland,,,12 Year,old pulteney,old pulteney,
454,Old Pulteney 12 Year Single Malt 750ml Gift Pack w/ 2 Glasses,119.95,https://www.paneco.com.sg/products/old-pulteney-12-year-single-malt-750ml-gift-pack-w-2-glasses,"
Matured wholly in air-dried, hand-selected ex-bourbon casks, the 'unashamedly excellent' Old Pulteney 12-years-old is the definitive expression in the Old Pulteney family.Traditionally crafted using techniques that other distillers have long abandoned, this winner of numerous gold medals at the most prestigious international competitions is a high water-mark of quality spirits.
                ",43,750ml,old pulteney,Yes,Scotland,,,12 Year,old pulteney,old pulteney,
455,Old Pulteney 15 Year Single Malt 700ml w/Gift Box,164.5,https://www.paneco.com.sg/products/old-pulteney-15-year-single-malt-700ml-w-gift-box,"
Old Pulteney has been matured for 15 years. It is the our most balanced and smooth single malt in Old Pulteney.  Balancing two different sides of the flavour spectrum, this single malt marries these perfectly, whilst also reflecting our coastal home and its unwavering influence.Spice and sweetness unite in this naturally rich amber whisky to celebrate rich flavours, yet lighter, more refreshing coastal notes show another side of this single malt.
                ",46,700ml,old pulteney,Yes,Scotland,,,15 Year,old pulteney,old pulteney,
456,Old Pulteney 16 Year Single Malt 700ml w/Gift Box,173.5,https://www.paneco.com.sg/products/old-pulteney-16-year-single-malt-700ml-w-gift-box,"
Matured for 16 years, Old Pulteney 16 Year sits firmly in the realms of single malt opulence.The specific cask selection combined with a unique coastal influence creates a whisky defined by spice and intensity. 
                ",46,700ml,old pulteney,Yes,Scotland,,,16 Year,old pulteney,old pulteney,
457,Old Pulteney 18 Year Single Malt 700ml w/Gift Box,233.95,https://www.paneco.com.sg/products/old-pulteney-18-year-single-malt-700ml-w-gift-box,"
Matured for 18 years, this is indulgent and spicy thanks to the casks selected for maturation.Taking its character and colour entirely from the casks within which it has been nurtured, this is a deeply warming whisky.  The indulgence extends through this single malt with chocolate and spice defining the character but allowing for the influence of more vibrant zesty flavours.
                ",46,700ml,old pulteney,Yes,Scotland,,,18 Year,old pulteney,old pulteney,
458,Old Pulteney Huddart Single Malt 700ml w/Gift Box,124.5,https://www.paneco.com.sg/products/old-pulteney-huddart-single-malt-700ml-w-gift-box,"
A distinctively smoky take on Old Pulteney celebrating the birthplace.Old Pulteney Huddart is richly warming and embraces a mellow smoky character, whilst very much Old Pulteney at its heart. The combination of influence from the salt-infused sea air and the peat smoke make for a whisky with real character, depth and identity. With a richness extending into its rich gold colour, this single malt offers much in terms of complexity and flavour while subtly reminding us of the place where Old Pulteney began.
                ",46,700ml,old pulteney,Yes,Scotland,,,,old pulteney,old pulteney,
459,Old Smuggler 700ml,54.95,https://www.paneco.com.sg/products/old-smuggler-700ml,"
The nosing of Old Smuggler brings out soft, biscuit and sugar-cookie scents; aeration adds deeper aromas of cereal, honey, yeast and light caramel. It has the flavors of a vanilla and creamy at palate entry, then toffee on the mid palate. The finish is long and savory
                ",40,700ml,old smuggler,No,Scotland,,,,-,-,old smuggler
460,Paddy Irish Whiskey 1L,71.25,https://www.paneco.com.sg/products/paddy-irish-whiskey-1l,"
Paddy is one of Ireland’s favourite whiskeys and is the only major Irish whiskey to use single malt in its blend, thus creating its uniquely rich & mellow flavour. First distilled in 1779, the whiskey originally sold under the unlikely name “Cork Distilleries Company Old Irish Whiskey” until a young salesman by the name of Paddy Flaherty joined the company in 1881. Paddy was a larger than life character who became famous in his native county for standing rounds of his favourite whiskey. Over time, Paddy became synonomous with the whiskey and publicans began writing to the distillery asking for another case of “Paddy’s whiskey”. Despite frequent differences of opinion with his employers concerning his unconventional sales techniques, the “Paddy whiskey” name stuck so much so that in 1912, the distillery owners bowed to public pressure and officially changed the name to “Paddy Irish Whiskey”. It could only happen in Ireland!Paddy Whiskey is distilled three times from the finest quality barley and water. This ensures a whiskey, which is particularly light, well balanced and pure.Its relatively low pot-still content and uniquely high proportion of malt whiskey, ensures Paddy is one of the softest of all Ireland's whiskeys.During maturation in oak casks stored in dark aromatic warehouses for up to seven years, Paddy whiskey mellows, and takes on it's distinctive rich, golden colour.Two percent of Paddy Whiskey is lost to the atmosphere during maturation. This evaporated whiskey has come to be called 'The Angel's Share'.
",40,1000ml,paddy,No,Ireland,,,,-,-,paddy
461,Paul John Bold 750ml w/Gift Box,117.95,https://www.paneco.com.sg/products/paul-john-bold-single-malt-750ml-w-gift-box,"
                  Bold is a journey that leads you down the unexplored, unchartered terrains of Goa. It offers you a slice of its best-kept secrets, unravelling the mysteries, bit by little bit. This expression invites you to leave the trail, tread the path less taken and plunge headlong into the delicious depths of Goa.
                ",46,750ml,paul john,Yes,India,,,,-,-,paul john
462,Pimm's No.1 1L,52.5,https://www.paneco.com.sg/products/pimm-s-no-1-1l,"
The quintessentially English summertime drink.There's nothing better than a Number 1 cup on a hot summer's day, made with cucumber, lemon, strawberries, mint and good quality lemonade.Pimm's itself has a gin base, and offers subtle spices and citrus flavours.
                ",25,1000ml,pimm's no 1,No,England,,,,-,-,pimm's no 1
463,Pimm's No.1 700ml,37,https://www.paneco.com.sg/products/pimm-s-no-1-700ml,"
The quintessentially English summertime drink. There's nothing better than a Number 1 cup on a hot summer's day, made with cucumber, lemon, strawberries, mint and good quality lemonade. Pimm's itself has a gin base, and offers subtle spices and citrus flavours.
                ",25,700ml,pimm's no 1,No,England,,,,-,-,pimm's no 1
464,Port Charlotte Islay Barley 2012 Single Malt 700ml w/Gift Box,139.5,https://www.paneco.com.sg/products/bruichladdich-port-charlotte-islay-barley-single-malt-2012-700ml-with-gift-box,"
                  Cultivated from barley harvested from eight different farms on the island, each regional Islay Barley release showcases the influence of a merciless Atlantic environment on Islay-grown grain, delicately matched against the dry smoke of the spirit.
                ",50,700ml,bruichladdich,Yes,Scotland,,2012,,bruichladdich,bruichladdich,
465,Port Charlotte Scottish Barley 10 Years Single Malt 1L w/Gift Box,164.5,https://www.paneco.com.sg/products/bruichladdich-port-charlotte-scottish-barley-single-malt-10-year-1l-w-gift-box,"
                  The Port Charlotte Scottish Barley 10 Year is a single malt from the Isle of Islay. Peated to 40ppm, and drawn from a combination of first-fill American whiskey casks, second-fill American whiskey casks and second-fill French wine casks.
                ",50,1000ml,bruichladdich,Yes,Scotland,,,10 Year,bruichladdich,bruichladdich,
466,Port Ellen 32 Year (15th Release) 750ml w/Gift Box,5588,https://www.paneco.com.sg/products/port-ellen-32-year-750ml,"
Like some memory of a fiery event, this sweet, intense, enigmatic and uncompromising Port Ellen displays a complex tour de force of aromas and flavours; it has a profound smokiness, more easily approached with water: deeply complex and carrying its years elegantly, this is an outstandingly dark expression, exceptional both as a Port Ellen and by any standards. An extremely rare and limited number of bottles are available.
                ",53.9,750ml,port ellen,Yes,Scotland,,,32 Year,-,-,port ellen
